/////////////////////////////////////////
// POPCYCLE_ZONE_ACTER
/////////////////////////////////////////
// Weekday
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 10 0 0 999 0 0 20 0 0 999
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 10 0 0 999 0 0 20 0 0 999
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 10 0 0 999 0 0 20 0 0 999
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 10 0 0 999 0 0 20 0 0 999
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 5 0 0 999 0 0 5 0 0 999
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 5 0 0 999 0 0 5 0 0 999
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 5 0 0 999 0 0 5 0 0 999
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 5 0 0 999 0 0 5 0 0 999
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 5 0 0 999 0 0 5 0 0 999
999 999 40 999 3 2 0 0 0 0 0 0 0 75 0 999 0 0 0 0 0 0 25 0 0 999 0 0 0 0 20 0 0 999 0 0 0 0 5 0 0 999 0 0 5 0 0 999
