////////// EXTRASUNNY
//Midnight
 20 18 16 9 7 6 5 8 10 0 0 0 0 20 30 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 3 9 6 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 .8 1 2 99 999 3.5 6.5 .4 0 30 30 30 9 9 0 .7 .04 .05 .06 1 .5 0 1 .5 0 1 1 1 0 3 .1 0 0 .1 .1 .1 .2 1 1 0 0 1 8 1 2 1 0 0 0 0 0 0 0 0 0 .2 .2 .2 0 7 .5 .3 .7 1 1 1 0 0 0 0 0 0 99 0 0 0 0 2 1 1 1 1 .7 5 1 1
//5AM
 22 23 24 16 15 14 9 3 3 0 0 0 0 30 50 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 3 9 6 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 .8 1 2 99 999 3 6.5 .4 0 30 30 30 9 0 0 .7 .08 .1 .13 1 .4 0 1 .4 0 1 1 1 0 2.5 .2 0 0 .2 .2 .2 .2 1 1 0 0 1 8 1 2 1 0 0 0 0 0 0 0 0 0 .6 .33 .3 0 7 .5 .4 .4 1 1 1 0 0 0 0 0 0 99 0 0 0 0 1 1 1 1 1 .7 5 1 1
//6AM
 36 42 49 29 26 22 99 44 15 0 0 0 0 50 80 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 30 35 27 150 1 0 .333 3 99 99 99 0 0 0 1 1 1 1 1 1.3 99 999 2.6 5 .4 0 30 30 30 9 99 4 .7 .34 .53 .65 1 .6 .2 1 .6 .2 1 1 1 0 2 .6 0 0 1 .7 .4 .2 1 1.1 0 0 1 10 1 0 1 0 0 0 0 0 0 0 0 0 .8 .69 .6 0 7 0 .4 .1 1 .9 .8 0 0 0 0 1 0 99 0 0 0 .8 .7 1 1 1 1 .7 5 1 1
//7AM
 38 47 55 30 30 30 116 81 54 0 0 0 0 50 90 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 25 45 35 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 1 1 1.3 99 999 2.3 3.8 .4 0 30 30 30 9 99 9 .7 .28 .47 .65 1 .9 .8 1 .9 .8 1 1 1 0 1.1 .4 0 0 1 .9 .8 .2 1 1.1 0 0 1 12 1 0 1 0 0 0 0 0 0 0 0 0 .8 .78 .76 0 7 0 0 0 0 0 0 0 0 0 0 0 0 99 0 0 0 .8 .7 1 1 1 1 .7 1 1 1
//9AM
 34 44 55 32 32 32 107 92 75 0 0 0 0 40 99 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 25 45 35 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 1 1 1.3 99 999 2.2 3.8 .4 0 30 30 30 9 99 15 .7 .28 .47 .65 1 .9 .8 1 .9 .8 1 1 1 0 1.2 .4 0 0 1 1 1 .2 1 1.1 0 0 1 9 1 0 1 0 0 0 0 0 0 0 0 0 .95 .9 .85 0 7 0 0 0 0 0 0 0 0 0 0 0 0 99 0 0 0 .8 .7 1 1 1 1 .7 1 1 1
//Midday
 41 50 58 34 34 34 99 88 74 0 0 0 0 40 99 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 25 45 35 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 1 1 1.3 99 999 2.2 3.8 .4 0 30 30 30 9 99 20 .7 .4 .58 .78 1 .9 .8 1 .9 .8 1 1 1 0 1.5 .4 0 0 1 1 1 .2 1 1.1 0 0 1 12 1 0 1 0 0 0 0 0 0 0 0 0 1 .95 .9 0 7 0 0 0 0 0 0 0 0 0 0 0 0 99 0 0 0 .8 .7 1 1 1 1 .7 1 1 1
//6PM
 35 43 54 33 32 31 111 96 83 0 0 0 0 40 99 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 25 45 35 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 1 1 1.3 99 999 2.2 3.8 .4 0 30 30 30 9 99 19 .7 .28 .47 .65 1 .9 .8 1 .9 .8 1 1 1 0 1.1 .4 0 0 1 1 1 .2 1 1.1 0 0 1 9 1 0 1 0 0 0 0 0 0 0 0 0 .95 .9 .85 0 7 0 0 0 0 0 0 0 0 0 0 0 0 99 0 0 0 .8 .7 1 1 1 1 .7 1 1 1
//7PM
 34 43 50 30 29 28 107 82 58 0 0 0 0 50 90 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 25 45 35 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 1 1 1.3 99 999 2.3 3.8 .4 0 30 30 30 9 99 15 .7 .28 .49 .65 1 .7 .4 1 .7 .4 1 1 1 0 1.2 .6 0 0 1 .8 .6 .2 1 1.1 0 0 1 12 1 0 1 0 0 0 0 0 0 0 0 0 .8 .78 .76 0 7 0 0 .05 1 .9 .8 0 0 0 0 0 0 99 0 0 0 .8 .7 1 1 1 1 .7 1 1 1
//8PM
 31 39 45 29 26 22 101 43 10 0 0 0 0 40 80 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 30 35 25 150 1 0 .333 3 99 99 99 0 0 0 1 1 1 1 1 1.3 99 999 2.6 5 .4 0 30 30 30 9 99 12 .7 .35 .53 .66 1 .5 .2 1 .5 .2 1 1 1 0 2 .5 0 0 1 .7 .4 .2 1 1.1 0 0 1 9 1 0 1 0 0 0 0 0 0 0 0 0 .8 .66 .6 0 7 0 .4 .1 1 .9 .8 0 0 0 0 1 0 99 0 0 0 .8 .7 1 1 1 1 .7 1 1 1
//9PM
 34 39 47 12 12 12 9 3 3 0 0 0 0 30 70 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 3 9 6 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 .9 1 1.5 99 999 3 6 .4 0 30 30 30 9 0 8 .7 .4 .5 .6 1 .4 .2 1 .4 .2 1 1 1 0 2 .3 0 0 .8 .25 .2 .2 1 1.1 0 0 1 8 1 0 1 0 0 0 0 0 0 0 0 0 1 .7 .65 0 7 .5 .4 .4 1 1 1 0 0 0 0 0 0 99 0 0 0 0 .8 1 1 1 1 .7 5 1 1
//10PM
 24 22 20 9 5 4 5 8 10 0 0 0 0 20 30 0 0 0 0 0 0 1 1 3000 99 0 0 0 0 0 0 3 9 6 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 .8 1 2 99 999 3.5 6.5 .4 0 30 30 30 9 9 5 .7 .06 .07 .08 1 .5 0 1 .5 0 1 1 1 0 3 .1 0 0 .1 .1 .1 .2 1 1 0 0 1 8 1 2 1 0 0 0 0 0 0 0 0 0 .2 .2 .2 0 7 .5 .3 .7 1 1 1 0 0 0 0 0 0 99 0 0 0 0 2 1 1 1 1 .7 5 1 1

////////// SUNNY
//Midnight
 22 19 16 9 7 6 3 5 8 0 0 20 49 45 34 0 0 0 0 0 0 1 1 2900 99 0 0 0 0 0 0 3 9 6 150 1 0 .333 2 99 99 99 0 0 0 1 1 1 .8 1 2 99 999 3.5 6.5 .4 0 30 30 30 9 6 0 .7 .06 .06 .06 1 .5 0 1 .5 0 1 1 1 0 3 .1 0 0 .1 .07 .04 .2 1 1 0 0 1 7 1 0 1 0 0 0 0 0 0 0 0 0 .2 .2 .2 0 9 .5 .3 .4 1 1 1 .03 0 0 0 0 0 99 0 0 0 0 2 1 1 1 1 .7 6 1 1
//5AM
