// Name                         Name MinFarClip MaxFarClip MinFogStart MaxFogStart AmbientLight0(RGBAM) AmbientLight1(RGBAM) DirectionalLight(RGBAM) AmbientDownMult Fog(RGBA) NearFog(RGBA) Fog Mult Near Fog Axis Temperature PostFxStrength Exposure Exposure Multiplier BrightPassThreshold MidGreyValue IntensityBloom ColourCorrect ColourAdd Desaturation Contrast Gamma DesaturationFar ContrastFar GammaFar DepthFxNear DepthFxFar LumMin LumMax LumAdaptDelay GlobEnvRefl MinFarDOF MaxFarDOF MinNearDOF MaxNearDOF NearBlurDOF MidBlurDOF FarBlurDOF WaterReflection ParticleHDR AmbientOcclusionMult SkyMultiplier PedAmbOccHack NearFogAmount
lightning                          -1        -1        -1          -1    0 0 0   0   30   0 0 0   0   30   128 128 128 255  30        1        0   0   0   0      0   0   0   0     1      0    -100           1         -1              1.8               1                 -1           2    255 255 255   255 255 255     -1        -1     -1     -1           -1        -1         -1        -1     -1     -1      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1       1       0
playersettings                     -1       150       100         150     90 108 110 255   5.7    92  91  90 255   3.8     0   0   0 255   0        0.22        0   0   0 255      0   0   0 255     1      0     0           1          1              1               0.4               0.6           6    127 130 125     0   0   0      0.7         0.4      0.8      1            1         0.8          0        32      3.9     100       0.1     0    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1       1       255
playersettings2                    -1       150       100         150     90 108 110 255   3    92  91  90 255   3.6     0   0   0 255   0        0        0   0   0 255      0   0   0 255     1      0     0           1          1.1              1               0.4               0.5           1.3    127 127 127     0   0   0      0.9         0.4      0.9      1            1         0.8          0        32      5.3     100       0.1     0    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1       1       255
sniper                             -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0   0        1        0   0   0   0      0   0   0   0     1      0    -100           1         -1              1.3              -1              -1          -1    255 255 255     0   0   0     -1         1     -1     -1           -1        -1          0        132.3     -1     100       0.1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1       1       0
sniper_ini                         -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0   0        1        0   0   0   0      0   0   0   0     1      0    -100           1         -1              1.3              -1              -1          -1    255 255 255     0   0   0     -1         1     -1     -1           -1        -1          0        132.3     -1     100       0    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1       1       0
binocular                          -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0  20        1        0   0   0   0      0   0   0   0     1      0    -100           1          1.3              1               0.3               0.2           5.4    121 116 128     0   0   0      0.4         1      0.9      1            1         0.8          0        32      1.5     100       0.1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1       1       0
injured                            -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0   0        1        0   0   0   0      0   0   0   0     1      0    -100           0         -1              1              -2.8              -1          -1    255 255 255   255 255 255     -1         1     -4.3     -1           -1        -6.1          0        32     -1     -1      -2.5    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
fast                               -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0   0        0.5        0   0   0   0      0   0   0   0     1      0    -100           0         -1              1               0              -1          12.2    128 128 128     0   0   0      0         1      3.2      0           -1         0.8          0        32     -1     -1       0    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1       1       0
death                              -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0   0        1        0   0   0   0      0   0   0   0     1      0    -100           1         -3.2              1.9               0.5              -1           2.4    128 128 128   255 255 255      0        -1      1.2      0.2           -1        -1         -1        -1     -1     -1      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
death2                             -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0   0        1        0   0   0   0      0   0   0   0     1      0    -100           1         -3.2              1.9               0.5              -1           2.4    128 128 128   255 255 255      0        -1      1.2      0.2           -1        -1         -1        -1     -1     -1      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
death3                             -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0   0        1        0   0   0   0      0   0   0   0     1      0    -100           1         -3.2              1.9               0.5              -1           2.4    128 128 128   255 255 255      0        -1      1.2      0.2           -1        -1         -1        -1     -1     -1      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
train_int                          -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0   0        0.5        0   0   0   0      0   0   0   0     1      0    -100           1         -1              1               0              -1          12.1    128 128 128     0   0   0      0         1      1.6      0           -1         0.8          0        32     -1     -1       0    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1       1       0
busted                             -1        -1        -1          -1    255 255 255   0   1   255 255 255   0   1   255   0   0   0   0        1        0   0   0   0      0   0   0   0     1      0    -100           1         -3.2              1.9               0.5              -1           2.4    128 128 128   255 255 255      0        -1      1.2      0.2           -1        -1         -1        -1     -1     -1      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
