// Name                         Name MinFarClip MaxFarClip MinFogStart MaxFogStart AmbientLight0(RGBAM) AmbientLight1(RGBAM) DirectionalLight(RGBAM) AmbientDownMult Fog(RGBA) NearFog(RGBA) Fog Mult Near Fog Axis Temperature PostFxStrength Exposure Exposure Multiplier BrightPassThreshold MidGreyValue IntensityBloom ColourCorrect ColourAdd Desaturation Contrast Gamma DesaturationFar ContrastFar GammaFar DepthFxNear DepthFxFar LumMin LumMax LumAdaptDelay GlobEnvRefl MinFarDOF MaxFarDOF MinNearDOF MaxNearDOF NearBlurDOF MidBlurDOF FarBlurDOF WaterReflection ParticleHDR AmbientOcclusionMult SkyMultiplier PedAmbOccHack NearFogAmount
noambient                          -1        -1        -1          -1     0  0  0   0   30    0  0  0   0   30      0  0  0   0   30        0        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2           0    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100       0    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
NoAmbientmult                      -1        -1        -1          -1     0  0  0   0   30    0  0  0   0   30      0  0  0   0   30      0.1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100       0    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1       1       0
qwnomoon                           -1        -1        -1          -1    80 54 23  64   30   60 50 33  64   30      0  0  0  99   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
qw2nomoon                          -1        -1        -1          -1    80 54 23  64   30   60 50 33  64   30      0  0  0  99   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
Brook_S2_TC                        -1        -1        -1          -1     0  0  0   0   30    0  0  0   0   30      0  0  0   0   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
MH_NOMOON                          -1        -1        -1          -1    80 54 23  64   30   60 50 33  64   30      0  0  0  99   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100       0    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
KsS1nomoon1                        -1        -1        -1          -1    80 54 23  64   30   60 50 33  64   30      0  0  0  99   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
KsS1nomoon2                        -1        -1        -1          -1    80 54 23  64   30   60 50 33  64   30      0  0  0  99   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
KsS1nomoon3                        -1        -1        -1          -1    80 54 23  64   30   60 50 33  64   30      0  0  0  99   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
Brook_N_gden                       -1        -1        -1          -1     0  0  0   0   30    0  0  0   0   30      0  0  0   0   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
Buildsite_MH1                      -1        -1        -1          -1     0  0  0   0   30    0  0  0   0   30      0  0  0   0   30      0.6        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100       0    -1    -1    -1     0     0     0    -1    -1   -1    -1    -1   -1   -1      -1       0
MH3carpark                         -1        -1        -1          -1     0  0  0   0   30    0  0  0   0   30      0  0  0   0   30      0.6        0   0   0   0      0   0   0   0     1      1    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100       0    -1    -1    -1     0     0     0    -1    -1   -1    -1     0.4   -1   -1       1       0
bkn2_Nomoon1                       -1        -1        -1          -1    80 54 23  64   30   60 50 33  64   30      0  0  0  99   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1     1   -1   -1       1       0
bkn2_Nomoon2                       -1        -1        -1          -1    80 54 23  64   30   60 50 33  64   30      0  0  0  99   30        1        0   0   0   0      0   0   0   0     1      0    -100           0          2.3              1               0.1               0.2          10    128 128 128     0   0   0      0         1      1      1            1         1          0        32      0     100      -1    -1    -1    -1     0     0     0    -1    -1   -1    -1     1   -1   -1       1       0
