//
// The timecyclemodifiers can be used to alter some of the timecycle settings depending on the
// area that the camera is in.
// There are boxes set up on the map to limit the far clip or to create an orange glow
// Interiors/portals also use these modifiers.

// EXAMPLE: notused                            -1.0       500.0        -1.0         300.0    255 255 255 255   1.0   255 255 255 255   1.0   255   0   0 255  20.0        1.00        0   0   0   0      0   0   0   0    64.0     -1    -100.0           1.0          2.3              1.0               0.1               0.2          10.0    128 128 128     0   0   0      0.0         1.0      1.0      1.0            1.0         1.0          0.0        32.0      0.0     100.0       0.0     0.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0    -1.0 1.0f 1.0
//


// Name                         Name MinFarClip MaxFarClip MinFogStart MaxFogStart AmbientLight0(RGBAM) AmbientLight1(RGBAM) DirectionalLight(RGBAM) AmbientDownMult Fog(RGBA) NearFog(RGBA) Fog Mult Near Fog Axis Temperature PostFxStrength Exposure Exposure Multiplier BrightPassThreshold MidGreyValue IntensityBloom ColourCorrect ColourAdd Desaturation Contrast Gamma DesaturationFar ContrastFar GammaFar DepthFxNear DepthFxFar LumMin LumMax LumAdaptDelay GlobEnvRefl MinFarDOF MaxFarDOF MinNearDOF MaxNearDOF NearBlurDOF MidBlurDOF FarBlurDOF WaterReflection ParticleHDR AmbientOcclusionMult SkyMultiplier PedAmbOccHack NearFogAmount
lightning                          -1.0        -1.0        -1.0          -1.0    255 255 255   0   4.1   255 255 255   0   0.0   255 255 255 255  26.2        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0         -1.0              1.8               0.1              -1.0           2.0    255 255 255   255 255 255     -1.0        -1.0     -1.0     -1.0           -1.0        -1.0         -1.0        -1.0     -1.0     -1.0      -1.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0       1.0       0
playersettings                     -1.0       150.0       100.0         150.0     90 108 110 255   5.7    92  91  90 255   3.8     0   0   0 255   0.0        0.22        0   0   0 255      0   0   0 255     1.0      0     0.0           1.0          1.0              1.0               0.4               0.6           6.0    127 130 125     0   0   0      0.7         0.4      0.8      1.0            1.0         0.8          0.0        32.0      3.9     100.0       0.1     0.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0       1.0       255
playersettings2                    -1.0       150.0       100.0         150.0     90 108 110 255   3.0    92  91  90 255   3.6     0   0   0 255   0.0        0.00        0   0   0 255      0   0   0 255     1.0      0     0.0           1.0          1.1              1.0               0.4               0.5           1.3    127 127 127     0   0   0      0.9         0.4      0.9      1.0            1.0         0.8          0.0        32.0      5.3     100.0       0.1     0.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0       1.0       255
sniper                             -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0         -1.0              1.3              -1.0              -1.0          -1.0    255 255 255     0   0   0     -1.0         1.0     -1.0     -1.0           -1.0        -1.0          0.0        132.3     -1.0     100.0       0.1    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0       1.0       0
sniper_ini                         -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0         -1.0              1.3              -1.0              -1.0          -1.0    255 255 255     0   0   0     -1.0         1.0     -1.0     -1.0           -1.0        -1.0          0.0        132.3     -1.0     100.0       0.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0       1.0       0
binocular                          -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0  20.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0          1.3              1.0               0.3               0.2           5.4    121 116 128     0   0   0      0.4         1.0      0.9      1.0            1.0         0.8          0.0        32.0      1.5     100.0       0.1    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0       1.0       0
injured                            -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           0.0         -1.0              1.0              -2.8              -1.0          -1.0    255 255 255   255 255 255     -1.0         1.0     -4.3     -1.0           -1.0        -6.1          0.0        32.0     -1.0     -1.0      -2.5    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0      -1.0       0
fast                               -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0   0.0        0.50        0   0   0   0      0   0   0   0     1.0      0    -100.0           0.0         -1.0              1.0               0.0              -1.0          12.2    128 128 128     0   0   0      0.0         1.0      3.2      0.0           -1.0         0.8          0.0        32.0     -1.0     -1.0       0.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0       1.0       0
death                              -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0         -3.2              1.9               0.5              -1.0           2.4    128 128 128   255 255 255      0.0        -1.0      1.2      0.2           -1.0        -1.0         -1.0        -1.0     -1.0     -1.0      -1.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0      -1.0       0
death2                             -1.0        -1.0        -1.0          -1.0    255 255 255   0   1.0   255 255 255   0   1.0   255   0   0   0   0.0        1.00        0   0   0   0      0   0   0   0     1.0      0    -100.0           1.0         -3.2              1.9               0.5              -1.0           2.4    128 128 128   255 255 255      0.0        -1.0      1.2      0.2           -1.0        -1.0         -1.0        -1.0     -1.0     -1.0      -1.0    -1.0    -1.0    -1.0     0.0     0.0     0.0    -1.0    -1.0   -1.0    -1.0    -1.0   -1.0   -1.0      -1.0       0
