2.00


# PROCEDURAL OBJECT INFO
# ----------------------

# TAG		- the tag of the procedural item
# OBJECT NAME 	- the name of the object to be generated
# SPACING	- the average spacing of the objects
#                 the objects will be placed on average of 1 object every n square metres
# MINDIST	- no objects created closer than this 
# MINROT	- the minimum rotation in degrees
# MAXROT	- the maximum rotation in degrees
# MINSCL	- the min scale of the object in x and y (ignored if the object is dynamic) - NOTE: the collision will not be scaled
# MAXSCL	- the max scale of the object in x and y  (ignored if the object is dynamic) - NOTE: the collision will not be scaled
# MINSCLZ	- the min scale of the object in z (ignored if the object is dynamic) - NOTE: the collision will not be scaled
# MAXSCLZ	- the max scale of the object in z (ignored if the object is dynamic) - NOTE: the collision will not be scaled
# ZOFFMIN	- min offset to add to the object's height
# ZOFFMAX	- maxoffset to add to the object's height
# ALIGN		- whether to align the object to the surface normal
# USEGRID	- whether to place the objects in a rigid grid formation or randomly across the triangle
# USESEED	- whether to use a seed for this object so it's always placed in the same position every time
# FLOATS	- looks to the water level to get its z position (must be underwater to start with)

# PROCOBJ TAG			OBJECT NAME		SPACING	MINDIST	MINROT	MAXROT	MINSCL	MAXSCL 	MINSCLZ	MAXSCLZ	ZOFFMIN	zOFFMAX	ALIGN	USEGRID	USESEED FLOATS
# ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
	
PROCOBJ_DATA_START
	
EXT_PAVEMENT_LITTER		CJ_BAN_6		10.0	2.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0	0	0
EXT_PAVEMENT_LITTER		CJ_PROC_TICKET1		10.8	2.0	0	360	1.0	1.0	1.0	1.0	0.02	0.02	0	0	0	0
EXT_PAVEMENT_LITTER		CJ_PROC_PAPER2		8.0	2.0	0	360	1.0	1.0	1.0	1.0	0.02	0.02	0	0	0	0
EXT_PAVEMENT_LITTER		CJ_PROC_COFFEE1		8.0	2.0	0	360	1.0	1.0	1.0	1.0	0.02	0.02	0	0	0	0
EXT_PAVEMENT_LITTER		CJ_PROC_FAGP_2		5.5	1.0	0	360	1.0	1.0	1.0	1.0	0.02	0.02	0	0	0	0
EXT_PAVEMENT_LITTER		CJ_PROC_TICKET2		6.0	2.0	0	360	1.0	1.0	1.0	1.0	0.02	0.02	0	0	0	0
EXT_PAVEMENT_LITTER		CJ_PROC_FAG2		4.0	1.0	0	360	1.0	1.0	1.0	1.0	0.02	0.02	0	0	0	0
EXT_PAVEMENT_LITTER		CJ_PROC_REC4		4.0	1.0	0	360	1.0	1.0	1.0	1.0	0.02	0.02	0	0	0	0

EXT_WEEDS_ROCKS			CJ_RUB_9		20.0	2.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	0	0	0	0
